306.0	311.0	char=MAN tags=la,pos arousal=-0.67 val_pos=0.67 val_neg=0.00
363.0	365.0	char=MRSGUMP tags=neg,other arousal=0.00 val_pos=0.00 val_neg=0.67
365.0	372.0	char=MRSGUMP tags=neg,other,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
372.0	373.0	char=MRSGUMP tags=other,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
418.0	420.0	char=FORRESTVO tags=la,pos,other arousal=-0.67 val_pos=0.67 val_neg=0.00
444.0	445.0	char=MAN tags=la,neg,other arousal=-0.67 val_pos=0.00 val_neg=0.67
479.0	496.0	char=MRSGUMP tags=neg,other arousal=0.00 val_pos=0.00 val_neg=0.67
508.0	510.0	char=MAN tags=la,pos,other arousal=-0.67 val_pos=0.67 val_neg=0.00
510.0	516.0	char=MAN tags=la,pos,other,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
515.0	516.0	char=MRSGUMP tags=la,neg,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
576.0	577.0	char=MRSGUMP tags=la,neg arousal=-0.67 val_pos=0.00 val_neg=0.67
596.0	598.0	char=MAN tags=la,pos,other,happiness,verbal arousal=-1.00 val_pos=1.00 val_neg=0.00
598.0	599.0	char=MAN tags=la,pos,other arousal=-0.67 val_pos=0.67 val_neg=0.00
632.0	634.0	char=MRSGUMP tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
634.0	637.0	char=MRSGUMP tags=la,neg,other,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
645.0	652.0	char=ELVISPRESLEY tags=pos,other arousal=0.00 val_pos=0.67 val_neg=0.00
654.0	658.0	char=FORRESTVO tags=la,pos,self,happiness arousal=-0.67 val_pos=0.67 val_neg=0.00
658.0	666.0	char=FORRESTVO tags=la,pos,self,happiness,verbal arousal=-1.00 val_pos=1.00 val_neg=0.00
666.0	669.0	char=FORRESTVO tags=pos,self,happiness,verbal arousal=0.00 val_pos=0.67 val_neg=0.00
714.0	716.0	char=MRSGUMP tags=pos,other,verbal arousal=0.00 val_pos=0.67 val_neg=0.00
743.0	750.0	char=WOMAN tags=la,pos,happiness,audio arousal=-0.67 val_pos=0.67 val_neg=0.00
755.0	756.0	char=BOY tags=la,neg,other,contempt,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
759.0	760.0	char=BOY tags=la,neg,other,contempt,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
768.0	770.0	char=BOY tags=la,neg,other,contempt,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
788.0	791.0	char=FORREST tags=la,pos,other,love,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
798.0	805.0	char=FORRESTVO tags=la,pos,other,love,verbal arousal=-1.00 val_pos=1.00 val_neg=0.00
809.0	813.0	char=FORREST tags=la,neg arousal=-0.67 val_pos=0.00 val_neg=0.67
826.0	832.0	char=FORRESTVO tags=la,pos,other,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
842.0	847.0	char=FORRESTVO tags=pos,other,verbal arousal=-0.33 val_pos=1.00 val_neg=0.00
847.0	850.0	char=FORRESTVO tags=pos arousal=0.00 val_pos=0.67 val_neg=0.00
850.0	865.0	char=FORRESTVO tags=pos,other,verbal arousal=-0.33 val_pos=1.00 val_neg=0.00
852.0	853.0	char=JENNY tags=pos arousal=0.00 val_pos=0.67 val_neg=0.00
853.0	854.0	char=JENNY tags=pos,other,verbal arousal=0.33 val_pos=1.00 val_neg=0.00
854.0	855.0	char=JENNY tags=ha,pos arousal=0.67 val_pos=0.67 val_neg=0.00
882.0	886.0	char=FORRESTVO tags=la,pos,other,love,verbal arousal=-1.00 val_pos=1.00 val_neg=0.00
887.0	893.0	char=FORREST tags=la,neg,self,sadness,narrator arousal=-0.67 val_pos=0.00 val_neg=0.67
893.0	899.0	char=FORREST tags=self arousal=0.00 val_pos=0.33 val_neg=0.33
902.0	903.0	char=BOY tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
905.0	907.0	char=BOY tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
909.0	910.0	char=JENNY tags=other,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
911.0	914.0	char=JENNY tags=ha,other,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
918.0	922.0	char=BOY tags=ha arousal=0.67 val_pos=0.33 val_neg=0.33
923.0	926.0	char=JENNY tags=ha,neg,other,fear,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
926.0	927.0	char=JENNY tags=ha,neg,other,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
928.0	930.0	char=BOY tags=verbal arousal=0.00 val_pos=0.33 val_neg=0.33
943.0	946.0	char=JENNY tags=pos,other,verbal arousal=0.33 val_pos=0.67 val_neg=0.33
946.0	947.0	char=JENNY tags=ha,other,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
982.0	991.0	char=FORREST tags=pos,self arousal=0.00 val_pos=0.67 val_neg=0.00
992.0	993.0	char=BOY tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
992.0	1008.0	char=FORREST tags=ha arousal=0.67 val_pos=0.33 val_neg=0.33
999.0	1001.0	char=BOY tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
1024.0	1026.0	char=MAN tags=la,neg,other,contempt,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
1062.0	1067.0	char=JENNY tags=neg,fear,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
1064.0	1110.0	char=JENNYSDAD tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1067.0	1102.0	char=JENNY tags=neg,self,fear,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
1102.0	1110.0	char=JENNY tags=la,neg,self,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
1147.0	1148.0	char=OLDERBOYS tags=other,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
1148.0	1150.0	char=JENNY tags=neg,other,verbal arousal=0.17 val_pos=0.00 val_neg=0.83
1148.0	1167.0	char=OLDERBOYS tags=neg,other,contempt,verbal arousal=0.33 val_pos=0.33 val_neg=0.67
1150.0	1162.0	char=JENNY tags=neg,other,fear,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
1162.0	1164.0	char=JENNY tags=ha,neg,other,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
1167.0	1171.0	char=OLDERBOYS tags=pos,neg,other,contempt,verbal arousal=0.33 val_pos=0.67 val_neg=0.67
1171.0	1173.0	char=OLDERBOYS tags=ha,other,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
1173.0	1176.0	char=OLDERBOYS tags=pos,other,audio,verbal arousal=0.33 val_pos=1.00 val_neg=0.00
1176.0	1194.0	char=OLDERBOYS tags=pos arousal=0.00 val_pos=0.67 val_neg=0.00
1190.0	1194.0	char=JENNY tags=neg,other,verbal arousal=0.17 val_pos=0.00 val_neg=0.83
1204.0	1208.0	char=OLDERBOYS tags=ha,pos,self,happiness,audio,verbal arousal=1.00 val_pos=1.00 val_neg=0.00
1208.0	1212.0	char=OLDERBOYS tags=ha,pos,self arousal=0.67 val_pos=0.67 val_neg=0.00
1229.0	1230.0	char=MAN tags=pos,other,admiration,verbal arousal=0.33 val_pos=0.67 val_neg=0.33
1230.0	1232.0	char=MAN tags=ha,other,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
1232.0	1233.0	char=MAN tags=ha,other arousal=0.67 val_pos=0.33 val_neg=0.33
1233.0	1236.0	char=MAN tags=pos,other arousal=0.33 val_pos=0.67 val_neg=0.33
1236.0	1240.0	char=FORRESTVO tags=la,pos,self,happiness,verbal arousal=-1.00 val_pos=1.00 val_neg=0.00
1240.0	1241.0	char=FORRESTVO tags=la,pos,self arousal=-0.67 val_pos=0.67 val_neg=0.00
1248.0	1285.0	char=MAN tags=ha,neg,other,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
1285.0	1287.0	char=MAN tags=ha,neg,other,contempt,verbal arousal=0.67 val_pos=0.33 val_neg=0.67
1287.0	1290.0	char=MAN tags=pos,other,verbal arousal=0.00 val_pos=0.67 val_neg=0.33
1290.0	1292.0	char=MAN tags=pos,happiness,verbal arousal=0.00 val_pos=0.67 val_neg=0.33
1321.0	1323.0	char=JENNY tags=self arousal=0.00 val_pos=0.33 val_neg=0.33
1333.0	1342.0	char=FORREST tags=ha,neg,other,narrator arousal=0.67 val_pos=0.00 val_neg=0.67
1334.0	1344.0	char=JENNY tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1342.0	1343.0	char=FORREST tags=neg,other,context arousal=0.33 val_pos=0.00 val_neg=1.00
1343.0	1345.0	char=FORREST tags=neg,other,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
1343.0	1344.0	char=MAN tags=ha,neg,other arousal=0.67 val_pos=0.00 val_neg=0.67
1344.0	1347.0	char=JENNY tags=neg,other,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
1344.0	1347.0	char=MAN tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1345.0	1363.0	char=FORREST tags=la,neg,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
1347.0	1349.0	char=JENNY tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1347.0	1352.0	char=MAN tags=ha,neg,other,hate,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1349.0	1350.0	char=JENNY tags=ha,neg,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
1350.0	1356.0	char=JENNY tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1352.0	1358.0	char=MAN tags=ha,neg,other,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
1356.0	1358.0	char=JENNY tags=ha,neg,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
1358.0	1365.0	char=JENNY tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1363.0	1365.0	char=FORREST tags=neg,self,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
1365.0	1373.0	char=JENNY tags=neg,other arousal=0.33 val_pos=0.00 val_neg=1.00
1365.0	1384.0	char=FORREST tags=neg,self,remorse,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
1373.0	1374.0	char=JENNY tags=neg,other,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
1374.0	1384.0	char=JENNY tags=la,neg,other,verbal arousal=-1.00 val_pos=0.00 val_neg=1.00
1412.0	1413.0	char=JENNY tags=la,pos,hope,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
1413.0	1445.0	char=JENNY tags=pos,self,hope,verbal arousal=-0.33 val_pos=1.00 val_neg=0.00
1437.0	1450.0	char=FORREST tags=ha,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
1445.0	1446.0	char=JENNY tags=ha,pos arousal=0.67 val_pos=0.67 val_neg=0.00
1446.0	1475.0	char=JENNY tags=pos,other,love arousal=0.00 val_pos=0.67 val_neg=0.00
1450.0	1468.0	char=FORREST tags=ha,other,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
1468.0	1475.0	char=FORREST tags=pos,other,verbal arousal=0.33 val_pos=0.67 val_neg=0.33
1475.0	1477.0	char=FORREST tags=verbal arousal=0.00 val_pos=0.33 val_neg=0.33
1477.0	1480.0	char=FORREST tags=neg,self,verbal arousal=0.33 val_pos=0.33 val_neg=0.67
1480.0	1481.0	char=FORREST tags=self,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
1481.0	1482.0	char=JENNY tags=pos,other,verbal arousal=0.00 val_pos=0.67 val_neg=0.00
1481.0	1498.0	char=FORREST tags=neg,self,verbal arousal=-0.33 val_pos=0.33 val_neg=0.67
1482.0	1491.0	char=JENNY tags=other,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
1491.0	1497.0	char=JENNY tags=pos,other,verbal arousal=-0.33 val_pos=0.67 val_neg=0.33
1497.0	1499.0	char=JENNY tags=la,other,verbal arousal=-0.67 val_pos=0.33 val_neg=0.33
1498.0	1512.0	char=FORREST tags=la,self,verbal arousal=-0.67 val_pos=0.33 val_neg=0.33
1499.0	1520.0	char=JENNY tags=pos,other,love,verbal arousal=-0.33 val_pos=0.67 val_neg=0.33
1512.0	1513.0	char=FORREST tags=pos,verbal arousal=0.00 val_pos=0.67 val_neg=0.00
1513.0	1519.0	char=FORREST tags=pos,self,happiness,verbal arousal=0.33 val_pos=1.00 val_neg=0.00
1519.0	1520.0	char=FORREST tags=pos,self,verbal arousal=0.33 val_pos=0.67 val_neg=0.33
1520.0	1525.0	char=GIRL tags=la,neg,other,contempt,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
1520.0	1523.0	char=JENNY tags=pos,verbal arousal=0.00 val_pos=0.67 val_neg=0.00
1520.0	1521.0	char=FORREST tags=pos,neg,self,verbal arousal=0.00 val_pos=0.67 val_neg=0.67
1521.0	1522.0	char=FORREST tags=la,neg,self arousal=-0.67 val_pos=0.00 val_neg=0.67
1522.0	1525.0	char=FORREST tags=la,neg,self,shame,verbal arousal=-1.00 val_pos=0.00 val_neg=1.00
1523.0	1525.0	char=JENNY tags=other,contempt,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
1582.0	1584.0	char=MAN tags=la,pos,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
1586.0	1587.0	char=MAN tags=la,pos,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
1587.0	1588.0	char=MAN tags=la,pos,self,pride,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
1590.0	1593.0	char=MAN tags=la,pos,self,pride,verbal arousal=-0.67 val_pos=0.67 val_neg=0.00
1597.0	1598.0	char=PRESIDENTKENNEDY tags=la,pos,happiness arousal=-0.67 val_pos=0.67 val_neg=0.00
1598.0	1599.0	char=PRESIDENTKENNEDY tags=la,pos,other,happiness,verbal arousal=-1.00 val_pos=1.00 val_neg=0.00
1646.0	1651.0	char=MRSGUMP tags=pos,other,pride,verbal arousal=0.33 val_pos=1.00 val_neg=0.00
1651.0	1660.0	char=MRSGUMP tags=pos,other,pride arousal=0.00 val_pos=0.67 val_neg=0.00
1661.0	1670.0	char=MAN tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
1670.0	1672.0	char=MAN tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
1672.0	1675.0	char=MAN tags=neg,other,contempt,verbal arousal=-0.33 val_pos=0.00 val_neg=0.67
1675.0	1676.0	char=MAN tags=la,neg,other,contempt,verbal arousal=-0.67 val_pos=0.00 val_neg=1.00
1676.0	1688.0	char=FORREST tags=la,neg,self arousal=-0.67 val_pos=0.00 val_neg=0.67
1676.0	1678.0	char=MAN tags=neg,other,contempt,verbal arousal=-0.33 val_pos=0.00 val_neg=0.67
1744.0	1747.0	char=FORRESTVO tags=la,pos,happiness arousal=-0.67 val_pos=0.67 val_neg=0.00
1759.0	1760.0	char=MAN tags=ha,other arousal=0.67 val_pos=0.33 val_neg=0.33
1760.0	1796.0	char=MAN tags=ha,neg,other,verbal arousal=1.00 val_pos=0.33 val_neg=0.67
1811.0	1819.0	char=MAN tags=neg,other,verbal arousal=0.33 val_pos=0.33 val_neg=0.67
1819.0	1822.0	char=MAN tags=pos,other,admiration,verbal arousal=0.00 val_pos=1.00 val_neg=0.33
1822.0	1829.0	char=MAN tags=pos,neg,other,verbal arousal=0.00 val_pos=0.67 val_neg=0.67
1829.0	1830.0	char=MAN tags=neg,other,verbal arousal=0.33 val_pos=0.33 val_neg=0.67
1830.0	1832.0	char=MAN tags=ha,other,verbal arousal=0.67 val_pos=0.33 val_neg=0.33
1873.0	1874.0	char=FORRESTVO tags=la,neg,self,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
1874.0	1904.0	char=FORRESTVO tags=la,neg,self,sadness,verbal arousal=-0.67 val_pos=0.00 val_neg=0.67
1887.0	1890.0	char=MAN tags=pos,self arousal=0.00 val_pos=0.67 val_neg=0.00
1890.0	1892.0	char=MAN tags=pos,self,happiness,verbal arousal=-0.33 val_pos=1.00 val_neg=0.00
2000.0	2003.0	char=MAN tags=other,verbal arousal=0.00 val_pos=0.33 val_neg=0.33
2030.0	2031.0	char=JENNY tags=ha,neg,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
2031.0	2042.0	char=JENNY tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
2034.0	2046.0	char=FORREST tags=neg,other,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
2042.0	2049.0	char=JENNY tags=ha,neg,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
2046.0	2073.0	char=FORREST tags=neg,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
2049.0	2056.0	char=JENNY tags=neg,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
2056.0	2076.0	char=JENNY tags=neg,self,sadness,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
2073.0	2076.0	char=FORREST tags=neg,other,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
2076.0	2090.0	char=JENNY tags=neg,self,sadness arousal=0.00 val_pos=0.00 val_neg=0.67
2076.0	2083.0	char=FORREST tags=neg,other,fear,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
2083.0	2094.0	char=FORREST tags=la,neg,other,fear arousal=-0.67 val_pos=0.00 val_neg=0.67
2090.0	2093.0	char=JENNY tags=neg,self,sadness,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
2093.0	2096.0	char=JENNY tags=ha,neg,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
2094.0	2095.0	char=FORREST tags=neg,other,fear arousal=-0.33 val_pos=0.00 val_neg=1.00
2095.0	2096.0	char=FORREST tags=neg,other,sadness,verbal arousal=0.33 val_pos=0.00 val_neg=1.00
2096.0	2100.0	char=JENNY tags=ha,neg,other,verbal arousal=1.00 val_pos=0.00 val_neg=1.00
2096.0	2104.0	char=FORREST tags=neg,other,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
2100.0	2121.0	char=JENNY tags=ha,neg,verbal arousal=0.67 val_pos=0.00 val_neg=0.67
2104.0	2116.0	char=FORREST tags=neg,other,sadness,verbal arousal=-0.33 val_pos=0.00 val_neg=1.00
2116.0	2136.0	char=FORREST tags=neg,sadness,verbal arousal=0.00 val_pos=0.00 val_neg=0.67
