start,end,text
4787.2,4814.9,"Verstört kauert sie sich in einen Balkonsessel. Mit verschränkten Armen wiegt sich Jenny vor und zurück. Sie schaut hoch; Mondlicht fällt auf ihr Gesicht; (WEINEN) über ihre Wangen laufen Tränen. * Durch ein Wolkenloch scheint der fast volle Mond auch auf den Shrimp-Kutter. In einem Netz, das an einem Ausleger über dem Wasser hängt, liegt Forrest wie in einer Hängematte. … Traurig blickt er in die Nacht."
4818.8,4836.3,"Es ist Tag. Forrest steuert die 'Jenny' am Ufer entlang. Er trägt ein verschmutztes weißes Muscle-Shirt und eine Schirmmütze. Plötzlich entdeckt er etwas und späht Richtung Ufer. Auf einem Anlegesteg sitzt Dan im Rollstuhl. Forrest lässt das Steuerrad los und stellt sich an die Reling."
4838.4,4841.1,"Dan macht das 'Peace'-Zeichen; Forrest winkt wild."
4843.3,4844.8,"Forrest springt über Bord."
4847.5,4852.5,"Der Kutter fährt weiter. Forrest krault zum Steg."
4860.3,4864.5,"Dan raucht eine Zigarre mit Mundstück. Forrest steigt eine Leiter zu ihm hoch."
4905.2,4906.9,"ss Hinter ihm rammt das Schiff einen Ponton."
4909.5,4911.3,"Es schiebt den halben Ponton vor sich her."
4915.8,4918.9,"Auf dem offenen Meer: Hoch über dem Deck sitzt Dan auf einem Mast."
4925.2,4927.0,"s Verwirrt lässt Forrest das Steuer los."
4936.9,4937.8,"s Er dreht nach rechts."
4942.2,4944.3,"s Forrest überlegt – und fährt nach links."
4947.7,4949.3,"ss Dan trägt Stirnband und Sonnenbrille."
4952.4,4953.7,"ss Forrest öffnet das Netz."
4954.6,4961.2,"An Deck liegen Dosen, eine Klobrille und anderer Müll. Dan sitzt daneben. Forrest hebt die Klobrille auf und betrachtet sie."
4975.5,4978.8,"s In einer Kirche singt Forrest in blau-rotem Gewand im Gospelchor mit."
4981.7,4983.1,"ss Dan sitzt hinten und trinkt"
4990.2,5001.4,"Ein Stahlhelm, ein Stiefel und ein Nummernschild fallen aufs Deck. Forrest inspiziert den Fang. Dan seilt sich auf einer Schaukel sitzend vom Mast ab. Forrest kippt das Wasser aus dem Stahlhelm."
5013.7,5029.6,"Es ist dunkel. Im heftigen Sturm krachen Wellen gegen die Bordwand. Forrest kommt aus dem Ruderhaus, kämpft sich zum Achterdeck und klammert sich ans Steuer. Der Wind peitscht Gischt übers Deck. Dan sitzt hoch oben im Mast. Mit einer Hand hält er sich an einem Seil fest."
5038.7,5042.1,"ss Mit nacktem Oberkörper reckt er den Arm hoch. Über ihm weht die US-Fahne."
5090.7,5093.1,"Eine Shrimps-Ladung nach der anderen landet auf dem Deck."
5101.3,5102.2,"s Auf der Wartebank."
5104.2,5105.7,"ss Neben dem Dicken sitzt eine Frau."
5132.6,5133.2,"Er geht."
5155.5,5160.2,"Aus dem Koffer holt er ein 'Fortune'-Magazin. Auf dem Cover er mit Dan vor der Kutterflotte."
5166.9,5167.4,"An Deck."
5168.7,5173.7,"Der hört mit der Arbeit auf und blickt ihn an. Dan sitzt neben der Reling mit nacktem Oberkörper im Rollstuhl."
5181.2,5182.6,"Forrest schaut ihn ruhig an."
5182.9,5184.5,"Dan hievt sich auf die Reling…"
5187.3,5190.3,"…lächelt Forrest zu, dreht sich um und stößt sich ab."
5193.9,5198.3,"Forrest tritt näher an die Reling und sieht, wie Dan lächelnd auf dem Rücken davon krault."
5208.0,5208.8,"Ein Bus hält."
5237.5,5238.1,"s Rasenmähen."
5246.5,5247.3,"ss 'Apple'-Aktien."
5258.9,5259.6,"s In der Kirche."
5271.2,5272.3,"s Die Kirche wird renoviert."
5277.4,5279.4,"Das 'Gump Medical Center' wird eingeweiht."
5286.9,5289.5,"s Bubbas Mutter starrt auf einen Scheck – und fällt in Ohnmacht."
5292.0,5293.5,"s Eine weiße Köchin bedient sie."
5298.1,5299.0,"ss Er sitzt auf dem Mäher."
5306.1,5307.6,"Er kommt im Pyjama auf den Balkon."
5317.4,5327.3,"Er sieht Jenny im weißen Kleid über den Rasen kommen. … Sie wird durchsichtig und verschwindet."
5329.8,5331.4,"Bedrückt dreht sich Forrest weg."
5334.7,5336.0,"Er schlurft zur Tür…"
5339.8,5341.7,"… und geht zögernd zurück ins Haus."
5349.1,5354.0,"Es ist Tag. Neben seinem Haus sitzt Forrest auf dem kleinen Mäher und mäht die große Wiese."
5359.2,5360.8,"Er zieht eine schnurgerade Bahn."
5363.7,5366.6,"Die Wiese grenzt an den Fluss, der von Bäumen gesäumt ist."
5369.8,5373.1,"Von der Zufahrt kommt… Jenny auf den Rasen."
5375.2,5377.7,"Sie geht am Baum mit der Schaukel vorbei auf Forrest zu."
5387.5,5389.0,"Langsam nähert sich Jenny."
5391.7,5396.3,"Forrest steigt ab. Ungläubig geht er ihr ein paar Schritte entgegen… und hält an."
5402.1,5403.5,"Er eilt auf Jenny zu."
5409.8,5412.4,"Mit etwas Abstand bleiben die beiden voreinander stehen."
5416.8,5418.1,"Sie fällt ihm um den Hals."
5423.7,5426.1,"Zögernd legt auch er seine Arme um sie."
5429.5,5430.6,"ss Es ist Tag, sie schläft."
5445.7,5447.0,"s Sie schlendern über eine Wiese."
5473.7,5475.4,"Sie sitzen nebeneinander auf der Eiche."
5479.0,5480.9,"Melancholisch betrachtet Jenny die Rosen."
5486.8,5491.1,"Die Nike-Schuhe, die er auf der Wartebank trägt. * s Durch strömenden Regen fällt der Blick auf die beiden hinter einem Fenster."
5495.0,5499.7,"Jenny dreht sich unter seinem Arm durch. Forrest wippt auf der Stelle und schwingt ausgelassen die Arme."
5508.4,5510.5,"s Abends am Fluss: Sie legt den Arm um ihn."
5514.2,5519.8,"Auf dem Wasser spiegeln sich zerplatzende Feuerwerksraketen. Am Himmel sprühen sie wie bunte Blüten auseinander."
5522.3,5531.7,"Im Fernseher: Über der Freiheitsstatue explodieren Raketen. Jenny sitzt grübelnd vor dem Gerät. Forrest hockt mit einer Limo auf der Fensterbank und beobachtet sie."
5541.8,5543.7,"s Sie küsst ihn auf die Schläfe und schaltet aus."
5544.6,5551.5,"s Forrest sieht ihr nach. Entschlossen stellt er seine Flasche ab. (ABSTELLEN) * Jenny steigt die Treppe hoch. Unten kommt Forrest in den Flur."
5553.5,5555.4,"Jenny dreht sich ernst zu ihm um."
5589.7,5592.0,"Forrest geht durch die Fliegengittertür nach draußen."
5595.6,5601.1,"Auf der Veranda stemmt er die Hände in die Hüften und bleibt abgewandt stehen. (bisschen DONNER) Jenny geht nach oben."
5602.6,5604.7,"Das dunkle Haus im strömenden Regen."
5609.4,5614.6,"Forrest liegt im Bett. Draußen geht Jenny im Nachthemd am Fenster vorbei. Er öffnet die Augen."
5617.6,5627.9,"Jenny bleibt an der Tür stehen und sieht ihn an. Forrest richtet sich etwas auf. Sie schlüpft unter seine Decke … ""JENNY"" … und legt sich auf ihn."
5631.5,5633.1,"Sie gibt ihm einen Kuss auf den Mund."
5636.5,5642.7,"Die beiden küssen sich innig. Zaghaft hebt Forrest die Hände… und schließt Jenny in seine Arme."
5650.6,5654.5,"Durch eine Gardine fällt der Blick auf das Bett. Jenny zieht ihr Nachthemd aus."
5655.7,5658.2,"Forrest umarmt sie wieder. Die beiden küssen sich weiter."
5661.5,5664.0,"Es ist hell. Vor dem Haus:"
5666.1,5671.7,"In Rock und Bluse kommt Jenny mit ihrer Umhängetasche auf die Veranda. … Sie eilt über den Rasen zu einem Taxi"
5676.7,5678.4,"Der Fahrer hält ihr die Fondtür auf."
5689.7,5693.5,"Aus einem Fenster im oberen Stock des Hauses: Unten fährt das Taxi davon."
5699.1,5703.3,"Forrest liegt schlafend im Bett. Seine nackten Schultern gucken unter der Decke hervor."
5706.2,5717.3,"Auf einer Kommode liegt neben Forrests Tischtennisschläger seine goldene Tapferkeitsmedaille am blauen Band. Forrest steht im Morgenmantel mit einem Glas Milch in der Zimmertür und betrachtet die Medaille ernst."
5719.7,5724.2,"In Jennys Zimmer ist das Bett unberührt. Forrest steht in der Tür und starrt darauf."
5728.1,5731.0,"Er sitzt im Wohnzimmer kerzengerade auf der Fensterbank."
5736.3,5741.8,"Auf der Veranda sitzt Forrest reglos in einem Schaukelstuhl. Er hat seine Laufschuhe an und sieht vor sich hin."
5749.7,5752.7,"Forrest setzt sein rotes 'Bubba Gump Shrimp'-Käppi auf…"
5755.7,5756.4,"… und steht auf."
5760.2,5769.1,"Er steigt von der Veranda… Auf dem Rasen beginnt er zu laufen… wird schneller … und rennt die Zufahrt entlang."
5799.3,5800.7,"Forrest kommt nach Mississippi."
5803.9,5804.8,"Auf der Wartebank."
5811.0,5816.5,"s In Santa Monica läuft Forrest auf dem Pier bis zum Geländer am Ende. Er hat etwas längere Haare und einen Vollbart."
5823.1,5825.6,"Forrest erreicht einen kleinen Leuchtturm am Atlantik."
5843.0,5846.0,"Auf der Wartebank: ""SIE WISSEN SCHON"" Er sieht die Frau an."
5856.6,5872.5,"Forrest läuft an einem Fluss entlang. Unter seinem Käppi lugt sein nackenlanges Haar hervor. * Zwischen reifen Weizenfeldern läuft er auf einer einsamen schnurgeraden Straße. * Auf einer Feldsteinbrücke überquert er einen klaren Fluss. Im Hintergrund schneebedeckte Gipfel der Rocky Mountains."
5877.6,5886.8,"s In kurzer Hose läuft er mit fast schulterlangem Haar auf einer Landstraße. * Forrest kommt in gleichbleibendem Tempo an einem Wald vorbei. Das Laub leuchtet gelb, orange und rot."
5898.7,5900.0,"s In Greenbow beim Friseur:"
5909.8,5911.3,"s Jenny bedient in einem Restaurant."
5934.6,5936.0,"Die Reporter müssen mitlaufen."
5940.2,5943.4,"ss In einem Ort: Ein junger Mann … ""SIE SIND'S?"" … hängt sich an seine Fersen."
5961.9,5963.8,"Mit Abstand folgen ihm fünf Leute."
5969.0,5971.4,"s In der Wüste trabt eine lange Läuferschlange hinter ihm her."
6005.4,6007.0,"Der Mann bleibt nachdenklich stehen."
6014.0,6015.4,"ss Ein Autoaufkleber: 'Shit happens'."
6030.2,6034.7,"ss Forrest drückt sich das gelbe T-Shirt ins verdreckte Gesicht und gibt es zurück. Darauf ein Smiley-Abdruck."
6045.2,6047.4,"s Forrest läuft mit seinen Anhängern durch eine Steppe."
6052.4,6053.7,"ss Im Hintergrund Tafelberge."
6072.2,6084.7,"Er bleibt stehen. Ein gutes Stück hinter ihm stoppt auch die Gruppe der rund fünfzig Männer und Frauen, die ihm gefolgt sind. Sein welliges Haar unter dem Käppi reicht bis zu den Schulterblättern, sein zotteliger Bart bis auf die Brust. Er dreht sich um."
6089.5,6095.5,"Forrest sieht zu den Leuten hinüber. Er trägt eine blaue Trainingsjacke mit brauner Hose, darüber eine weite Regenjacke."
6106.2,6108.6,"Mit schleppenden Schritten geht er auf die Gruppe zu."
6117.5,6121.5,"Die Leute weichen nach links und rechts aus, lassen ihn durch und sehen ihm nach."
6124.9,6125.9,"Forrest geht weiter."
6133.7,6135.9,"s Im Fernseher: (Präsident) Reagan geht zu seinem Wagen."
6139.5,6140.7,"ss Der Schütze wird überwältigt."
6146.2,6147.2,"ss Bei Forrest. Louise:"
6182.4,6183.6,"s Sie zeigt über die Straße."
6185.5,6188.2,"s Er nimmt ihr den Brief ab und rennt mit Pralinenschachtel und Koffer…"
6190.0,6190.7,"s … auf die Straße."
6194.2,6195.3,"Forrest hetzt weiter."
6198.4,6199.9,"Jenny öffnet ihre Wohnungstür."
6204.4,6205.2,"s Sie umarmt ihn."
6211.9,6213.7,"Jenny hat eine nackenlange Föhnfrisur."
6222.8,6225.2,"Sie trägt noch ihr türkisfarbenes Kellnerinnen-Kleid."
6226.8,6227.9,"Forrest gibt ihr die Schachtel."
6241.5,6245.4,"ss Auf den Covern … ""WIE DU LÄUFST"" … von 'Runner's World' und vom 'National Enquirer'"
6250.0,6252.3,"s Jenny schaut ins Album. Forrest betrachtet sie."
6255.2,6256.3,"Sie klappt das Album zu."
6276.4,6277.6,"s Eine Frau bringt einen Jungen."
6280.8,6281.6,"ss Sie hebt ihn hoch."
6291.8,6294.3,"Sie geht mit dem blonden Jungen auf dem Arm zu Forrest."
6303.8,6305.0,"Er läuft ins Kinderzimmer."
6326.4,6328.0,"Er starrt weiter zu dem Jungen."
6333.4,6337.2,"Verstört weicht er zurück… und senkt verschämt den Blick."
6340.9,6342.1,"s Er steht unruhig auf der Stelle."
6346.2,6347.1,"Sie nimmt seine Hand."
6353.0,6355.5,"Er beobachtet seinen Sohn, der 'Sesamstraße' kuckt."
6379.0,6381.7,"Sein Blick geht zwischen ihr und Forrest Junior hin und her."
6390.8,6394.3,"Unsicher geht Forrest zu seinem Sohn, der auf dem Boden auf einem Kissen sitzt."
6401.2,6402.6,"Forrest setzt sich neben ihn."
6409.0,6410.8,"Jenny beobachtet die beiden gerührt."
6417.6,6421.9,"Auf einem Spielplatz in einem Park schaukelt Forrest Junior. Seine Eltern sitzen auf einer Bank."
6473.1,6479.5,"Vor Forrests Haus elegant gekleidete Leute. Louise, in gelbem Kleid, geht zu Forrest, der nachdenklich etwas abseits steht."
6482.6,6499.8,"Jenny kommt aus dem Haus auf die blumengeschmückte Veranda. Forrest geht ihr entgegen. Er trägt einen hellgrauen Anzug mit einem Sträußchen im Knopfloch und eine dunkle geblümte Krawatte. Jenny steigt barfuß die Stufen zu ihm herunter. Sie trägt ein cremefarbenes schlichtes Brautkleid mit Puffärmeln und einen Blumenkranz im Haar."
6503.6,6504.5,"Jenny richtet sie."
6508.5,6515.9,"Die beiden blicken zur Zufahrt. Aufrecht gehend, auf einen Stock gestützt, kommt… Dan über den Rasen. Eine Asiatin begleitet ihn."
6518.2,6532.1,"Zögernd geht er auf das Paar zu. Dan nähert sich langsam mit steifen Schritten. Er hat kurzgeschnittenes Haar, ist glatt rasiert und trägt einen hellen Anzug. Seine Begleiterin ist fast einen Kopf kleiner als er. Sie trägt ein lilafarbenes geblümtes Kleid."
6542.8,6544.1,"Er zeigt seine Prothese."
6546.0,6547.3,"s Sie steckt in Schuh und Socke."
6566.6,6567.7,"Sie gibt ihm die Hand."
6575.6,6580.5,"Sie reicht Dan die Hand und küsst ihn auf die Wange. Dan sieht Forrest an. Der schmunzelt stolz."
6583.4,6584.0,"Im Garten:"
6600.2,6603.4,"Trockenes Laub weht über die von mächtigen Bäumen gesäumte Zufahrt."
6604.9,6612.9,"Zwischen den Bäumen spazieren Jenny und Forrest Händchen haltend auf das Haus zu. Ihr Sohn hebt etwas auf und gibt es seinem Vater. Der nimmt ihn an die Hand."
6614.5,6625.0,"Im Haus kommt Forrest mit einem Frühstückstablett ins ehemalige Schlafzimmer seiner Mutter. Abrupt bleibt er stehen und starrt auf Jenny, die reglos im Bett liegt. Ihr Kopf ruht auf mehreren Kissen."
6626.3,6627.3,"Sie öffnet die Augen."
6635.6,6640.7,"Er stellt das Tablett auf ein Tischchen neben dem Bett… (ABSTELLEN) … und schiebt ein Fenster hoch."
6644.6,6648.6,"Er setzt sich auf einen Stuhl. Jenny dreht sich zu ihm und stützt den Kopf in die Hand."
6657.8,6659.1,"ss Forrest nachts in Vietnam."
6664.5,6667.2,"s Er nimmt den Stahlhelm ab und sieht zu einem Wolkenloch am Himmel."
6669.0,6669.8,"Jenny lächelt."
6676.1,6677.1,"s Er steht auf dem Kutter."
6681.0,6682.5,"ss In einem See spiegeln sich Gipfel."
6683.8,6684.7,"ss Er läuft daran entlang"
6696.2,6698.1,"Forrest mit zotteligem Haar und Bart."
6708.2,6712.0,"Am Bett sieht Forrest abwesend vor sich hin; Jenny blickt versonnen zum Fenster."
6716.8,6717.7,"Er schaut sie an."
6721.6,6726.9,"Jenny sieht ihm in die Augen, lächelt traurig und nimmt seine Hand."
6732.8,6734.5,"Forrest blickt sie zärtlich an."
6738.5,6741.0,"s Er steht am Grabstein, um den ein Kranz aus Steinen liegt."
6754.7,6755.8,"Er schaut dabei zu."
6777.6,6779.8,"s Abends: Er sitzt bei seinem Sohn, der liest"
6800.7,6802.2,"Auf der Veranda steht eine Platte."
6807.4,6810.1,"Die Zwei sitzen mit Angelrouten auf dem Baumstumpf am Fluss."
6839.4,6848.2,"Neben einem Blumenstrauß lehnt er den Brief an den Grabstein. Auf dem Umschlag steht in Kinderschrift: 'Mom'. Forrest tritt wieder aus dem Steinkranz und bleibt stehen."
6919.6,6929.1,"Mit gesenktem Kopf entfernt sich Forrest von dem Grab unter der ausladenden Eiche, die auf einer Wiese steht. In der Nähe leuchtet die tiefstehende Sonne in warmem Orange durch eine Baumkrone."
6934.3,6936.4,"Hinter Forrest fliegt ein Vogelschwarm vorbei."
6940.4,6941.6,"Forrest sieht ihm nach."
6945.3,6947.8,"An der Straße sitzen Vater und Sohn auf einem Baumstumpf."
6950.0,6952.4,"s Er zieht das 'Curious George'-Buch aus der Schultasche."
6963.7,6967.0,"s Forrest blättert darin. Die grau-weiße Feder fällt unbemerkt raus."
6969.7,6971.3,"s Er steckt das Buch zurück in die Tasche."
6972.9,6976.7,"Mit der Tasche über der Schulter und einer Frühstückstüte geht Forrest Junior zur Bustür."
6992.3,6994.9,"Der Junge sieht zur Busfahrerin hoch, die Kaugummi kaut."
7003.2,7006.1,"Sie lacht ihn an. Der Kleine winkt seinem Vater und steigt ein."
7017.2,7018.6,"Forrest sieht dem Bus nach."
7023.7,7027.0,"Er setzt sich wieder auf den Baumstumpf und schaut melancholisch vor sich hin."
7030.2,7034.2,"Forrests Hände ruhen auf seinen Knien."
7034.1,7038.0,"Zwischen seinen Füßen liegt die Feder im Gras. Ein Windstoß wirbelt sie hoch."
7047.0,7053.0,"Die Feder steigt höher in die Luft. Dabei dreht sie sich sanft. Unten sitzt Forrest immer noch auf dem Baumstumpf."
7056.8,7060.1,"Die Feder fliegt über die Wipfel der mächtigen Bäume an der Zufahrt."
7064.5,7067.6,"Hoch über der Feder lugt zwischen Wolken der blaue Himmel hindurch."
7071.2,7073.8,"Die Feder sinkt etwas herab und wirbelt herum."
7076.2,7077.3,"Sie wird wieder angehoben..."
7080.3,7081.7,"… und schwebt auf die Kamera zu."
7083.2,7084.3,"Das Bild wird schwarz."
