onset	duration	character	arousal	valence_positive	valence_negative	c_audio	c_context	c_face	c_gesture	c_narrator	c_verbal	d_other	d_self	e_admiration	e_anger/rage	e_contempt	e_disappointment	e_fear	e_fears_confirmed	e_gloating	e_gratification	e_gratitude	e_happiness	e_happy-for	e_hate	e_hope	e_love	e_pity/compassion	e_pride	e_relief	e_remorse	e_resent	e_sadness	e_satisfaction	e_shame
192.0	12.0	FORREST	-0.666666666667	0.666666666667	0.0	0.111111111111	0.0	0.444444444444	0.111111111111	0.0	0.444444444444	0.33333333333299997	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204.0	2.0	FORREST	-0.777777777778	0.777777777778	0.0	0.111111111111	0.0	0.444444444444	0.111111111111	0.0	0.555555555556	0.444444444444	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206.0	3.0	FORREST	-0.666666666667	0.888888888889	0.0	0.222222222222	0.0	0.444444444444	0.111111111111	0.0	0.666666666667	0.33333333333299997	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209.0	16.0	FORREST	-0.33333333333299997	0.555555555556	0.0	0.111111111111	0.0	0.33333333333299997	0.111111111111	0.0	0.444444444444	0.222222222222	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
225.0	15.0	FORREST	-0.555555555556	0.555555555556	0.0	0.111111111111	0.0	0.222222222222	0.222222222222	0.0	0.444444444444	0.33333333333299997	0.222222222222	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238.0	1.0	WOMAN	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.222222222222	0.222222222222	0.0	0.33333333333299997	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239.0	1.0	WOMAN	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.222222222222	0.222222222222	0.0	0.33333333333299997	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240.0	1.0	WOMAN	-0.666666666667	0.0	0.666666666667	0.0	0.0	0.222222222222	0.222222222222	0.0	0.444444444444	0.555555555556	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241.0	1.0	WOMAN	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.222222222222	0.222222222222	0.0	0.33333333333299997	0.444444444444	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
245.0	15.0	FORREST	-0.555555555556	0.555555555556	0.0	0.111111111111	0.0	0.33333333333299997	0.33333333333299997	0.0	0.555555555556	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
253.0	7.0	WOMAN	-0.555555555556	0.444444444444	0.111111111111	0.0	0.0	0.444444444444	0.111111111111	0.0	0.111111111111	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275.0	3.0	FORREST	0.111111111111	0.111111111111	0.444444444444	0.0	0.111111111111	0.555555555556	0.0	0.0	0.0	0.111111111111	0.444444444444	0.111111111111	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278.0	7.0	FORREST	0.111111111111	0.222222222222	0.555555555556	0.0	0.222222222222	0.777777777778	0.0	0.0	0.0	0.111111111111	0.666666666667	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285.0	3.0	FORREST	0.111111111111	0.33333333333299997	0.444444444444	0.0	0.111111111111	0.777777777778	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308.0	3.0	MRSGUMP	-0.111111111111	0.33333333333299997	0.222222222222	0.0	0.0	0.555555555556	0.111111111111	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
311.0	1.0	MRSGUMP	0.888888888889	0.0	0.888888888889	0.111111111111	0.0	0.777777777778	0.33333333333299997	0.0	0.444444444444	0.888888888889	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
318.0	25.0	FORRESTVO	-0.666666666667	0.666666666667	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.666666666667	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
357.0	7.0	MRSGUMP	-0.111111111111	0.0	0.777777777778	0.111111111111	0.111111111111	0.555555555556	0.444444444444	0.0	0.111111111111	0.222222222222	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364.0	1.0	MRSGUMP	-0.33333333333299997	0.222222222222	0.555555555556	0.222222222222	0.111111111111	0.555555555556	0.33333333333299997	0.0	0.111111111111	0.444444444444	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0
365.0	1.0	MRSGUMP	0.111111111111	0.222222222222	0.33333333333299997	0.111111111111	0.222222222222	0.33333333333299997	0.0	0.0	0.33333333333299997	0.555555555556	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.111111111111
366.0	6.0	MRSGUMP	0.33333333333299997	0.111111111111	1.0	0.111111111111	0.444444444444	0.33333333333299997	0.222222222222	0.0	0.888888888889	0.888888888889	0.33333333333299997	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.222222222222
372.0	1.0	MRSGUMP	0.33333333333299997	0.111111111111	0.555555555556	0.0	0.222222222222	0.222222222222	0.111111111111	0.0	0.555555555556	0.444444444444	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
373.0	1.0	MRSGUMP	0.111111111111	0.222222222222	0.666666666667	0.0	0.222222222222	0.444444444444	0.111111111111	0.0	0.555555555556	0.555555555556	0.222222222222	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.111111111111
374.0	8.0	MRSGUMP	-0.222222222222	0.222222222222	0.777777777778	0.0	0.222222222222	0.555555555556	0.111111111111	0.0	0.666666666667	0.666666666667	0.222222222222	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.111111111111	0.0	0.111111111111
382.0	1.0	MRSGUMP	-0.111111111111	0.0	0.555555555556	0.0	0.111111111111	0.444444444444	0.0	0.0	0.444444444444	0.444444444444	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0
418.0	2.0	FORRESTVO	-0.555555555556	0.777777777778	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.777777777778	0.666666666667	0.111111111111	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.111111111111	0.0
422.0	4.0	MRSGUMP	-0.666666666667	0.444444444444	0.222222222222	0.111111111111	0.111111111111	0.222222222222	0.111111111111	0.0	0.555555555556	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
426.0	1.0	MRSGUMP	-0.555555555556	0.555555555556	0.222222222222	0.111111111111	0.111111111111	0.33333333333299997	0.222222222222	0.0	0.666666666667	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.444444444444	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
427.0	7.0	MRSGUMP	-0.444444444444	0.666666666667	0.222222222222	0.111111111111	0.111111111111	0.444444444444	0.33333333333299997	0.0	0.777777777778	0.888888888889	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0
434.0	13.0	MAN	-1.0	0.0	1.0	0.222222222222	0.111111111111	0.888888888889	0.111111111111	0.0	0.777777777778	0.888888888889	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
441.0	1.0	MRSGUMP	-0.555555555556	0.33333333333299997	0.222222222222	0.111111111111	0.0	0.222222222222	0.0	0.0	0.444444444444	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442.0	3.0	MRSGUMP	-0.888888888889	0.555555555556	0.33333333333299997	0.111111111111	0.0	0.33333333333299997	0.0	0.0	0.777777777778	0.444444444444	0.444444444444	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
445.0	2.0	MRSGUMP	-0.555555555556	0.33333333333299997	0.222222222222	0.111111111111	0.0	0.33333333333299997	0.0	0.0	0.444444444444	0.33333333333299997	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
467.0	4.0	MAN	-0.555555555556	0.33333333333299997	0.444444444444	0.111111111111	0.111111111111	0.555555555556	0.33333333333299997	0.0	0.666666666667	0.666666666667	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0
471.0	7.0	MAN	-0.777777777778	0.33333333333299997	0.666666666667	0.111111111111	0.111111111111	0.777777777778	0.444444444444	0.0	0.777777777778	0.888888888889	0.111111111111	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0
475.0	2.0	MRSGUMP	0.111111111111	0.0	0.555555555556	0.0	0.111111111111	0.444444444444	0.0	0.0	0.222222222222	0.33333333333299997	0.222222222222	0.0	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
477.0	1.0	MRSGUMP	0.0	0.0	0.666666666667	0.0	0.111111111111	0.555555555556	0.0	0.0	0.222222222222	0.33333333333299997	0.33333333333299997	0.0	0.0	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0
478.0	2.0	MRSGUMP	-0.222222222222	0.111111111111	0.555555555556	0.0	0.111111111111	0.444444444444	0.111111111111	0.0	0.33333333333299997	0.33333333333299997	0.33333333333299997	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111
480.0	5.0	MRSGUMP	-0.33333333333299997	0.111111111111	0.666666666667	0.0	0.222222222222	0.555555555556	0.111111111111	0.0	0.444444444444	0.33333333333299997	0.444444444444	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111
485.0	11.0	MRSGUMP	0.111111111111	0.111111111111	0.888888888889	0.111111111111	0.111111111111	0.777777777778	0.111111111111	0.0	0.666666666667	0.666666666667	0.33333333333299997	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
493.0	1.0	MAN	-0.555555555556	0.444444444444	0.111111111111	0.0	0.0	0.444444444444	0.111111111111	0.0	0.33333333333299997	0.444444444444	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
494.0	2.0	MAN	-0.666666666667	0.444444444444	0.222222222222	0.0	0.0	0.555555555556	0.111111111111	0.0	0.222222222222	0.555555555556	0.111111111111	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
496.0	2.0	MRSGUMP	-0.277777777778	0.166666666667	0.666666666667	0.0555555555556	0.166666666667	0.611111111111	0.0	0.0	0.611111111111	0.444444444444	0.388888888889	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
498.0	2.0	MRSGUMP	-0.666666666667	0.444444444444	0.444444444444	0.111111111111	0.222222222222	0.666666666667	0.0	0.0	0.777777777778	0.666666666667	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500.0	7.0	FORREST	-0.33333333333299997	0.0	0.777777777778	0.0	0.444444444444	0.666666666667	0.111111111111	0.0	0.0	0.33333333333299997	0.444444444444	0.0	0.0	0.0	0.0	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501.0	1.0	MAN	-0.444444444444	0.444444444444	0.222222222222	0.111111111111	0.111111111111	0.111111111111	0.222222222222	0.0	0.555555555556	0.33333333333299997	0.33333333333299997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
502.0	5.0	MAN	-0.555555555556	0.555555555556	0.222222222222	0.111111111111	0.111111111111	0.111111111111	0.222222222222	0.0	0.666666666667	0.33333333333299997	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222222222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
507.0	1.0	MAN	0.111111111111	0.555555555556	0.222222222222	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.555555555556	0.666666666667	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
